Name,Author,Genre,Price,Reviews,Year,User Rating
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Non Fiction,28,3477.0,2013,4.7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Non Fiction,24,9325.0,2013,4.6
The Book Thief,Markus Zusak,Fiction,6,23148.0,2013,4.6
The Day the Crayons Quit,Drew Daywalt,Fiction,9,8922.0,2013,4.8
The Fault in Our Stars,John Green,Fiction,13,50482.0,2013,4.7
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,Non Fiction,6,3207.0,2013,4.6
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,6,23308.0,2013,4.7
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Fiction,20,33844.0,2013,3.9
The Great Gatsby,F. Scott Fitzgerald,Fiction,7,11616.0,2013,4.4
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,Fiction,14,6982.0,2013,4.8
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,Fiction,20,5396.0,2013,4.9
The Official SAT Study Guide,The College Board,Non Fiction,40,1201.0,2013,4.4
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,Non Fiction,17,2663.0,2013,4.8
The Very Hungry Caterpillar,Eric Carle,Fiction,5,19546.0,2013,4.9
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,Non Fiction,15,7034.0,2013,4.7
To Kill a Mockingbird,Harper Lee,Fiction,0,26234.0,2013,4.8
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Non Fiction,6,7497.0,2013,4.4
Wonder,R. J. Palacio,Fiction,9,21625.0,2013,4.8
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,Fiction,30,19735.0,2014,4.7
All the Light We Cannot See,Anthony Doerr,Fiction,14,36348.0,2014,4.6
Capital in the Twenty First Century,Thomas Piketty,Non Fiction,28,2884.0,2014,4.5
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Non Fiction,105,6679.0,2014,4.5
Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,Fiction,22,6540.0,2014,4.8
Divergent,Veronica Roth,Fiction,15,27098.0,2014,4.6
Divergent / Insurgent,Veronica Roth,Fiction,6,17684.0,2014,4.5
First 100 Words,Roger Priddy,Non Fiction,4,17323.0,2014,4.7
Frozen (Little Golden Book),RH Disney,Fiction,0,3642.0,2014,4.7
Gone Girl,Gillian Flynn,Fiction,9,57271.0,2014,4.0
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,Non Fiction,10,5972.0,2014,4.6
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,25001.0,2014,4.7
Humans of New York,Brandon Stanton,Non Fiction,15,3490.0,2014,4.8
If I Stay,Gayle Forman,Fiction,9,7153.0,2014,4.3
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,Non Fiction,8,19576.0,2014,4.9
JOURNEY TO THE ICE P,RH Disney,Fiction,0,978.0,2014,4.6
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,6,10927.0,2014,4.6
Knock-Knock Jokes for Kids,Rob Elliott,Non Fiction,4,3673.0,2014,4.5
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Non Fiction,4,6990.0,2014,4.6
Little Blue Truck,Alice Schertle,Fiction,0,1884.0,2014,4.9
Looking for Alaska,John Green,Fiction,7,8491.0,2014,4.5
Love You Forever,Robert Munsch,Fiction,5,18613.0,2014,4.8
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Non Fiction,20,1386.0,2014,4.5
Mindset: The New Psychology of Success,Carol S. Dweck,Non Fiction,10,5542.0,2014,4.6
"Oh, the Places You'll Go!",Dr. Seuss,Fiction,8,21834.0,2014,4.9
Orphan Train,Christina Baker Kline,Fiction,11,21930.0,2014,4.6
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Non Fiction,46,8580.0,2014,4.5
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,Fiction,12,3836.0,2014,4.9
StrengthsFinder 2.0,Gallup,Non Fiction,17,5069.0,2014,4.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Non Fiction,28,3477.0,2014,4.7
The Alchemist,Paulo Coelho,Fiction,39,35799.0,2014,4.7
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,Fiction,11,6600.0,2014,4.8
The Book Thief,Markus Zusak,Fiction,6,23148.0,2014,4.6
The Book with No Pictures,B. J. Novak,Fiction,8,8081.0,2014,4.8
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Non Fiction,12,23358.0,2014,4.8
The Day the Crayons Quit,Drew Daywalt,Fiction,9,8922.0,2014,4.8
The Fault in Our Stars,John Green,Fiction,7,50482.0,2014,4.7
The Fault in Our Stars,John Green,Fiction,13,50482.0,2014,4.7
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Fiction,20,33844.0,2014,3.9
The Great Gatsby,F. Scott Fitzgerald,Fiction,7,11616.0,2014,4.4
The Maze Runner (Book 1),James Dashner,Fiction,8,10101.0,2014,4.5
The Official SAT Study Guide,The College Board,Non Fiction,40,1201.0,2014,4.4
The Very Hungry Caterpillar,Eric Carle,Fiction,5,19546.0,2014,4.9
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Non Fiction,23,11128.0,2014,4.6
To Kill a Mockingbird,Harper Lee,Fiction,0,26234.0,2014,4.8
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Fiction,5,2586.0,2014,4.5
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Non Fiction,13,29673.0,2014,4.8
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Non Fiction,16,29673.0,2014,4.8
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Non Fiction,17,9292.0,2014,4.7
Wonder,R. J. Palacio,Fiction,9,21625.0,2014,4.8
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,Non Fiction,6,2925.0,2015,4.6
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,Non Fiction,6,2951.0,2015,4.4
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,Non Fiction,8,2426.0,2015,4.5
All the Light We Cannot See,Anthony Doerr,Fiction,14,36348.0,2015,4.6
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Non Fiction,9,15921.0,2015,4.6
Baby Touch and Feel: Animals,DK,Non Fiction,5,5360.0,2015,4.6
Balance (Angie's Extreme Stress Menders),Angie Grace,Non Fiction,11,1909.0,2015,4.6
Being Mortal: Medicine and What Matters in the End,Atul Gawande,Non Fiction,15,11113.0,2015,4.8
Between the World and Me,Ta-Nehisi Coates,Non Fiction,13,10070.0,2015,4.7
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,Non Fiction,4,4022.0,2015,4.8
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,Non Fiction,5,3871.0,2015,4.8
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Fiction,5,10922.0,2015,4.8
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,Non Fiction,5,2134.0,2015,4.6
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,Non Fiction,9,5413.0,2015,4.7
First 100 Words,Roger Priddy,Non Fiction,4,17323.0,2015,4.7
Giraffes Can't Dance,Giles Andreae,Fiction,4,14038.0,2015,4.8
Go Set a Watchman: A Novel,Harper Lee,Fiction,19,14982.0,2015,3.6
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,Fiction,14,25624.0,2015,4.4
Harry Potter Coloring Book,Scholastic,Non Fiction,9,3564.0,2015,4.7
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,25001.0,2015,4.7
Humans of New York : Stories,Brandon Stanton,Non Fiction,17,2812.0,2015,4.9
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,Non Fiction,8,19576.0,2015,4.9
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,5,5235.0,2015,4.6
Knock-Knock Jokes for Kids,Rob Elliott,Non Fiction,4,3673.0,2015,4.5
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Non Fiction,4,6990.0,2015,4.6
Love You Forever,Robert Munsch,Fiction,5,18613.0,2015,4.8
Mindset: The New Psychology of Success,Carol S. Dweck,Non Fiction,10,5542.0,2015,4.6
"Oh, the Places You'll Go!",Dr. Seuss,Fiction,8,21834.0,2015,4.9
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,Fiction,7,6169.0,2015,4.8
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Non Fiction,46,8580.0,2015,4.5
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,Non Fiction,9,9366.0,2015,4.7
StrengthsFinder 2.0,Gallup,Non Fiction,17,5069.0,2015,4.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Non Fiction,8,25554.0,2015,4.8
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Non Fiction,16,4725.0,2015,4.7
The Book with No Pictures,B. J. Novak,Fiction,8,8081.0,2015,4.8
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Non Fiction,12,23358.0,2015,4.8
The Day the Crayons Quit,Drew Daywalt,Fiction,9,8922.0,2015,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,6,23308.0,2015,4.7
The Girl on the Train,Paula Hawkins,Fiction,18,79446.0,2015,4.1
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Non Fiction,11,22641.0,2015,4.5
The Martian,Andy Weir,Fiction,9,39459.0,2015,4.7
The Nightingale: A Novel,Kristin Hannah,Fiction,11,49288.0,2015,4.8
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,Non Fiction,14,3428.0,2015,4.8
The Very Hungry Caterpillar,Eric Carle,Fiction,5,19546.0,2015,4.9
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Non Fiction,16,7508.0,2015,4.6
The Wright Brothers,David McCullough,Non Fiction,16,6169.0,2015,4.7
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Non Fiction,23,11128.0,2015,4.6
To Kill a Mockingbird,Harper Lee,Fiction,0,26234.0,2015,4.8
What Pet Should I Get? (Classic Seuss),Dr. Seuss,Fiction,14,1873.0,2015,4.7
Wonder,R. J. Palacio,Fiction,9,21625.0,2015,4.8
10-Day Green Smoothie Cleanse,JJ Smith,Non Fiction,8,17350.0,2016,4.7
A Man Called Ove: A Novel,Fredrik Backman,Fiction,8,23848.0,2016,4.6
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,Non Fiction,4,2313.0,2016,4.5
Alexander Hamilton,Ron Chernow,Non Fiction,13,9198.0,2016,4.8
Between the World and Me,Ta-Nehisi Coates,Non Fiction,13,10070.0,2016,4.7
Born to Run,Bruce Springsteen,Non Fiction,18,3729.0,2016,4.7
Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,Non Fiction,4,10369.0,2016,4.6
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,Non Fiction,16,4761.0,2016,4.7
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Fiction,5,10922.0,2016,4.8
Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,Fiction,20,5118.0,2016,4.8
Fahrenheit 451,Ray Bradbury,Fiction,8,10721.0,2016,4.6
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,Fiction,15,4370.0,2016,4.7
First 100 Words,Roger Priddy,Non Fiction,4,17323.0,2016,4.7
Giraffes Can't Dance,Giles Andreae,Fiction,4,14038.0,2016,4.8
Hamilton: The Revolution,Lin-Manuel Miranda,Non Fiction,54,5867.0,2016,4.9
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,Fiction,30,19622.0,2016,4.9
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,Fiction,12,23973.0,2016,4.0
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,Fiction,22,10052.0,2016,4.9
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Fiction,52,13471.0,2016,4.8
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,Non Fiction,14,15526.0,2016,4.4
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,25001.0,2016,4.7
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,Non Fiction,8,19576.0,2016,4.9
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,6,8916.0,2016,4.8
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Non Fiction,4,6990.0,2016,4.6
Milk and Honey,Rupi Kaur,Non Fiction,8,17739.0,2016,4.7
Mindset: The New Psychology of Success,Carol S. Dweck,Non Fiction,10,5542.0,2016,4.6
Night (Night),Elie Wiesel,Non Fiction,9,5178.0,2016,4.7
"Oh, the Places You'll Go!",Dr. Seuss,Fiction,8,21834.0,2016,4.9
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,Fiction,9,3503.0,2016,4.7
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Non Fiction,46,8580.0,2016,4.5
StrengthsFinder 2.0,Gallup,Non Fiction,17,5069.0,2016,4.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Non Fiction,8,25554.0,2016,4.8
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Non Fiction,16,4725.0,2016,4.7
The Constitution of the United States,Delegates of the Constitutional,Non Fiction,0,2774.0,2016,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,6,23308.0,2016,4.7
The Girl on the Train,Paula Hawkins,Fiction,7,79446.0,2016,4.1
The Going-To-Bed Book,Sandra Boynton,Fiction,5,5249.0,2016,4.8
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Non Fiction,11,22641.0,2016,4.5
The Magnolia Story,Chip Gaines,Non Fiction,5,7861.0,2016,4.9
The Nightingale: A Novel,Kristin Hannah,Fiction,11,49288.0,2016,4.8
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,Non Fiction,36,807.0,2016,4.3
The Very Hungry Caterpillar,Eric Carle,Fiction,5,19546.0,2016,4.9
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Non Fiction,16,7508.0,2016,4.6
The Wonderful Things You Will Be,Emily Winfield Martin,Fiction,10,8842.0,2016,4.9
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Non Fiction,23,11128.0,2016,4.6
To Kill a Mockingbird,Harper Lee,Fiction,0,26234.0,2016,4.8
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,Non Fiction,9,4585.0,2016,4.7
When Breath Becomes Air,Paul Kalanithi,Non Fiction,14,13779.0,2016,4.8
Wonder,R. J. Palacio,Fiction,9,21625.0,2016,4.8
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Non Fiction,8,14331.0,2016,4.7
1984 (Signet Classics),George Orwell,Fiction,6,21424.0,2017,4.7
A Gentleman in Moscow: A Novel,Amor Towles,Fiction,15,19699.0,2017,4.7
A Man Called Ove: A Novel,Fredrik Backman,Fiction,8,23848.0,2017,4.6
Astrophysics for People in a Hurry,Neil deGrasse Tyson,Non Fiction,9,9374.0,2017,4.7
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Fiction,5,14344.0,2017,4.9
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Fiction,5,10922.0,2017,4.8
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,Fiction,8,4786.0,2017,4.9
First 100 Words,Roger Priddy,Non Fiction,4,17323.0,2017,4.7
Giraffes Can't Dance,Giles Andreae,Fiction,4,14038.0,2017,4.8
Goodnight Moon,Margaret Wise Brown,Fiction,5,8837.0,2017,4.8
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,Fiction,30,3146.0,2017,4.9
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,Non Fiction,14,15526.0,2017,4.4
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,25001.0,2017,4.7
If Animals Kissed Good Night,Ann Whitford Paul,Fiction,4,16643.0,2017,4.8
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,Non Fiction,17,8393.0,2017,4.6
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Non Fiction,4,6990.0,2017,4.6
Leonardo da Vinci,Walter Isaacson,Non Fiction,21,3014.0,2017,4.5
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Non Fiction,11,10199.0,2017,4.7
Milk and Honey,Rupi Kaur,Non Fiction,8,17739.0,2017,4.7
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,Non Fiction,6,3113.0,2017,4.4
Obama: An Intimate Portrait,Pete Souza,Non Fiction,22,3192.0,2017,4.9
"Oh, the Places You'll Go!",Dr. Seuss,Fiction,8,21834.0,2017,4.9
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,Non Fiction,9,1831.0,2017,4.5
Origin: A Novel (Robert Langdon),Dan Brown,Fiction,13,18904.0,2017,4.3
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,Fiction,27,16990.0,2017,4.8
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Non Fiction,46,8580.0,2017,4.5
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,Fiction,4,4757.0,2017,4.8
Ready Player One: A Novel,Ernest Cline,Fiction,12,22536.0,2017,4.6
StrengthsFinder 2.0,Gallup,Non Fiction,17,5069.0,2017,4.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Non Fiction,8,25554.0,2017,4.8
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Non Fiction,16,4725.0,2017,4.7
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Non Fiction,6,23308.0,2017,4.7
The Getaway,Jeff Kinney,Fiction,0,5836.0,2017,4.8
The Going-To-Bed Book,Sandra Boynton,Fiction,5,5249.0,2017,4.8
The Handmaid's Tale,Margaret Atwood,Fiction,7,29442.0,2017,4.3
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Non Fiction,7,7368.0,2017,4.3
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Non Fiction,11,22641.0,2017,4.5
The Pout-Pout Fish,Deborah Diesen,Fiction,5,9784.0,2017,4.8
The Shack: Where Tragedy Confronts Eternity,William P. Young,Fiction,8,19720.0,2017,4.6
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Non Fiction,15,26490.0,2017,4.6
The Sun and Her Flowers,Rupi Kaur,Non Fiction,9,5487.0,2017,4.7
The Very Hungry Caterpillar,Eric Carle,Fiction,5,19546.0,2017,4.9
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Non Fiction,16,7508.0,2017,4.6
The Wonderful Things You Will Be,Emily Winfield Martin,Fiction,10,8842.0,2017,4.9
Thirteen Reasons Why,Jay Asher,Fiction,9,7932.0,2017,4.5
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Non Fiction,23,11128.0,2017,4.6
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Non Fiction,21,4360.0,2017,4.6
What Happened,Hillary Rodham Clinton,Non Fiction,18,5492.0,2017,4.6
Wonder,R. J. Palacio,Fiction,9,21625.0,2017,4.8
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Non Fiction,8,14331.0,2017,4.7
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,Non Fiction,15,18979.0,2018,4.7
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Non Fiction,3,5983.0,2018,4.7
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Fiction,5,5153.0,2018,4.5
Becoming,Michelle Obama,Non Fiction,11,61133.0,2018,4.8
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,Fiction,8,6143.0,2018,4.3
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Fiction,5,10922.0,2018,4.8
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,Fiction,6,5062.0,2018,4.9
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,Fiction,4,7235.0,2018,4.9
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,Fiction,6,5470.0,2018,4.9
Educated: A Memoir,Tara Westover,Non Fiction,15,28729.0,2018,4.7
Fahrenheit 451,Ray Bradbury,Fiction,8,10721.0,2018,4.6
Fear: Trump in the White House,Bob Woodward,Non Fiction,2,6042.0,2018,4.4
Fire and Fury: Inside the Trump White House,Michael Wolff,Non Fiction,6,13677.0,2018,4.2
First 100 Words,Roger Priddy,Non Fiction,4,17323.0,2018,4.7
Giraffes Can't Dance,Giles Andreae,Fiction,4,14038.0,2018,4.8
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,Non Fiction,12,22288.0,2018,4.6
Goodnight Moon,Margaret Wise Brown,Fiction,5,8837.0,2018,4.8
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,Non Fiction,22,3776.0,2018,4.8
How to Win Friends & Influence People,Dale Carnegie,Non Fiction,11,25001.0,2018,4.7
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,Non Fiction,13,7396.0,2018,4.4
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,Non Fiction,8,2507.0,2018,4.8
"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,Fiction,13,11881.0,2018,4.9
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Non Fiction,6,7550.0,2018,4.4
Little Fires Everywhere,Celeste Ng,Fiction,12,25706.0,2018,4.5
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,Non Fiction,16,9867.0,2018,4.8
Milk and Honey,Rupi Kaur,Non Fiction,8,17739.0,2018,4.7
"Oh, the Places You'll Go!",Dr. Seuss,Fiction,8,21834.0,2018,4.9
